name,library_system,latitude,longitude,address,city,zip_code,county,phone
Ocean Park Branch Library,Santa Monica Public Library,34.00281,-118.48356,2601 Main St.,Santa Monica,90405,Los Angeles,(310) 458-8683
Pico Branch Library,Santa Monica Public Library,34.02121,-118.46819,2201 Pico Blvd.,Santa Monica,90405,Los Angeles,(310) 458-8684
Santa Monica Public Library,Santa Monica Public Library,34.01853,-118.49336,601 Santa Monica Blvd,Santa Monica,90401,Los Angeles,(310) 458-8600
Simi Valley Public Library,Simi Valley Public Library,34.28896,-118.71934,2969 Tapo Canyon Rd,Simi Valley,93063,Ventura,(805) 526-1735
South Pasadena Public Library,South Pasadena Public Library,34.11417,-118.15586,1100 Oxley St.,South Pasadena,91030,Los Angeles,(626) 403-7330
El Retiro Branch Library,Torrance Public Library,33.81566,-118.37894,126 Vista Del Parque,Redondo Beach,90277,Los Angeles,(310) 375-0922
Henderson Branch Library,Torrance Public Library,33.84156,-118.36459,4805 Emerald St.,Torrance,90503,Los Angeles,(310) 371-2075
Katy Geissert Civic Center Library,Torrance Public Library,33.83781,-118.34318,3301 Torrance Blvd.,Torrance,90503,Los Angeles,(310) 618-5950
North Torrance Branch Library,Torrance Public Library,33.87256,-118.33547,3604 Artesia Blvd.,Torrance,90504,Los Angeles,(310) 323-7200
Southeast Branch Library,Torrance Public Library,33.81535,-118.32021,23115 S. Arlington Ave.,Torrance,90501,Los Angeles,(310) 530-5044
Walteria Branch Library,Torrance Public Library,33.80455,-118.35303,3815 W. 242Nd St.,Torrance,90505,Los Angeles,(310) 375-8418
